id,name,description,deck
774,Deception III Dark Delusion,challenge control evil life sole mission mysterious organization final doom preparation strategic trap various captive trap enemy multiple final fate nightmare ultimate fantasy choice endless,marginal new iteration game full-fledged sequel
775,Deep Fear ,Deep beneath ocean unidentified object earth straight submarine facility further investigation general feeling fear story drama suspense lage dose action,game import
780,Delta Force,member top secret special unit word 'impossible vocabulary possible terrain imaginable condition unconventional,game value gameplay
781,Delta Force ,member unit world rest action,edge seat action
783,Demolition Racer,High speed full impact action damage destruction cumulative Real-time smoke fire wobble damage torturous full metal contact last man different race land opponent one-hit kill track race destructible Two-player split-screen racing original soundtrack,
784,Descent ,mind-bending stomach-churning action game true -Dimensional light source texture directional sound music technology limit surface unknown alien race chasm mine never-ending way robotic environment move shoot everything lunch mine ride good mind share experience action head-to-head combat cooperative two-player modem eight-player network support,body fireball-vomiting industrial spin genre huge factory-like space mad
785,Descent II,time power-blasting sensory insanity new mission black treacherous alien enemy powerful new ultimate goal alien robot enemy total control new outrageous destruction new assignment loyal faithful companion darkness orbs job beware destruction precious ready whole new synapse-smashing ride new different fluid motion experience top new intelligent robot energy track afterburner maximum speed new network cooperative mode new real-time camera partner surveillance deep dark new powerup,little bit something wrong
786,Descent Maximum,last chance total rotation dark last chance unique sensation system last chance unavailable other system time,end result classic case little late
787,Descent to Undermountain,extreme multi-character development stone home dark unspeakable first action game multi-character development spell-ridden maze fabric reality ultimate prize goddess long time primal creation engine successful abyss come life polygon superior homage multi-player ultimate descent directional movement shameless character good therapist development different magic-ridden dungeon player modem network option person action successful engine polygon detail,company responsible pike
789,Destrega,long range usual physical multitude sensational long-range magical contribute fast-paced action title,level challenge puny replay incentive
790,Destruction Derby,place mission smash crash other guy auto roll crumple fiendish computer group other array race,demolition game
791,Destruction Derby ,smash track time chromium carnage auto punishment,fun bit original
793,Dethkarz,ad exotic world fusion-powered racing machine plasma artillery ready awesome array turbo intelligent stealth capability race other cost networkable ground awesome d acceleration technology gameplay other time trial selectable individual handling combat cool car awesome different race hidden replay value support,futuristic formula real personality
795,Devil Dice,addictive puzzle game clock other frantic high-speed circus line score,puzzle-game market unique game predecessor hard
797,Threads of Fate,blend traditional platform action innovative true action-RPG addition experience own unique standard genre,game single setback
798,Diablo II,body nefarious scheme humanity other all-new armor able outcome final encounter distinct character world journey distant new new uncover ancient quest,incredible replay value lot addictive gameplay single-player multiplayer mode
799,Diddy Kong Racing,fine time vacation island spiteful space local something join epic adventure anything,light day
800,Die by the Sword,sinister undermountain true love horrific ritual sacrifice adventurer way intelligent fearless giant octopus brutal combat dangerous dwarf lava pilot treacherous underground strength dexterity limit steel combat adventure lifetime distinct ancient burial heart active volcano motion technology unlimited freedom movement flap vast array horrific ad strategy human network serial custom arena trade,typical premise awe-inspiring dungeon hack
802,Die Hard Arcade,president daughter heavy artillery favor mission maniacal cut endless gunfire young shot in-your-face game design different Furious pace bug-eyed different assault furniture anything back-up buddy double-team mode,blast
803,Die Hard Trilogy,center different thrill-packed adventure palm-sweating realism fully-rendered detail thirty incredible screen action innocent skyscraper adventure race hidden,key collection game top respective genre
804,Die Hard Trilogy Viva Las Vegas,intent map way non-stop action different game explosive original adventure,rental purchase lot game
806,Dino Crisis,instinct new adrenaline-pumping journey wrong covert mission research compound pre-historic terror mission desperate fight survival,winner
809,Discworld II Mortality Bytes ,second incredible adventure hero incompetent highly-trained coward horrible prospect immortality,Psygnosis beautiful job entertaining world realm electronic gaming
810,Disruptor,new recruit elite hi-tech weaponry training incredible firepower,lack ambition first-person shooter fast-paced action
813,Donkey Kong,girl girlfriend top construction site time easy everything power barrel anything action original,update new old formula
814,Donkey Kong Land ,Wage battle vast army entire ransom wild assortment little adventurous mission level special hidden adventure,long-awaited sequel exotic defeat
815,Doom ,Monstrous dimension gruesome space station blood-splattered slaughterhouse,id classic first-person shooter
816,Doom ,dead single detection dead carnage grotesque tissue vicious mission clear,mediocre game
817,Doom II,wait hot little Doom time entire netherworld sstygian deadlier powerful mind-blowing awesome -D texture bit-mapping envelope max animation sound unrealistic unbelievable solo modem protocol matter way ready adrenaline-pumping action-packed excitement sure heart real workout tough sheer anticipation box counter time,badder original sequel carnage Doom
819,Double Dragon,Double story cold tough city expert martial street formidable fighting challenge savage street gang mysterious hand oil gang city final confrontation brother,classic side-scroller
820,Draconus Cult of the Wyrm,epic shattered humanity knowledge arcane mastery evil last civilization shadow doom unholy pestilence mankind,kind game
822,Dragon Ball GT Final Bout,cult status globe polygon game television series head-to-head no-holds-barred tournament player infamous opponent incredible power playable hidden practice mode fighter world ultimate fighting game,poor excuse fighting game
824,Dragon Force,destiny world unique storyline incredible role strategy game,rare countless attention
827,Dragon Quest VII Fragments of the Forgotten Past,humble fisherman land world ocean ancient land fabric time world spell annihilation destiny,market lengthy try
828,Dragon Valor,slayer fearless hero horrific evil marry heroine heroic legacy new generation magic war battle,family tree measure value game average few
829,Dragon Warrior Monsters,wonderland magic long journey powerful monster master world monster different performance battle unique powerful collection,game end year
830,DragonHeart Fire Steel,evil world fire-breathing razor-clawed knight-devouring movie way medieval hellbent destruction heat time fiery nightmare first third person wilderness secret arena ready maximum evil medieval style,dark day
831,Dragonseeds,world role dragonsage engineer train combat game combat-ready,game deep personable comparison
834,Driver,wheelman series great getaway driver good equipment selection performance-packed muscle complete realistic damage real-world replay director necessary film own car chase multiple pedal metal driver,game presentation gameplay concept
835,Drowned God,Many use intuition wit lie ancient shadowy truth incident top secret future false new numerology,net effect story game first place shame
838,Dual Heroes,Virtual hot battle own robot battle combo space personality auto-battle medal,game bad industry
841,Duke It Out in D C ,word alien leader free world heroic city enemy president power incredible th level clue time ancient world mission level storyline,lot low-priced gem
842,Duke Nukem,man action full-color tiny screen brain-stealing high octane tank rocket ship arsenal alien Special Spanish Italian French German language Battery-powered,short
843,Duke Nukem D,incorrect action hero ultimate alien as kicker alien invasion award game genre unparalleled interactivity main character fight moon base alien spacecraft style stogie warm,verdict
846,Duke Nukem Time to Kill,time all-new attitude hardcore action exploration shooter mayhem,Raider-style world behind-the-back perspective same old
847,Duke Nukem Total Meltdown,town nothing army alien space moon ultimate fun-filled fragfest unbelievable collection,game sketchy control
848,The Dukes of Hazzard Racing for Home,wheel smash drive-like-a-maniac racing game dream true race farm rescue flattenin fast-paced arcade-style stunt car TV show multi-player camera replay TV show,outstanding game game easy way buggy
849,Dune ,game console new look real-time warfare console leader real-time strategy strategy sharp all-new terrain system complete noble insidious quality full-motion video hard-won battle brief next mission incredibly-destructive other real-time strategy game solo head-to-head link cable game console Skirmish game controller game console,sense classic game true sequel
850,Dungeon Keeper,rare innovative twist traditional game design dungeon dark foul slimy way stocked torture room prison helpless workshop big war machine ready good -D isometric view swoop minion first-person perspective action survey easy-to-read map zoom world source dark place goodness network computer-generated new nestled heart realm available,rich strategy game intuitive innovative
852,Dungeon Master II The Legend of Skullkeep,interactive experience trap-filled storm-ravaged gaming experience nothing party intelligent realistic role-playing world all-new version interface point-and-click gaming world alive ultimate magic,much s ancestor mind fantasy world complete well-structured slooooww
856,Dynamite Cop ,good aim rack beef creative anything no-good daughter clean fight,real reason game
857,Dynasty Warriors,ancient army ruthless playable access powerful lethal version area system new strategic gameplay play officer system control battle,ancient army ruthless playable access powerful lethal fighting
858,Dynasty Warriors ,life general second-century epic horseback foot various combo path enemy path key victory,beat-'em-up gameplay simple easy game
865,Ecco the Dolphin Defender of the Future,tropical anergetic young mysterious alternate majestic city monument civilisation sea face face alien history,creative execution flagship potential artistry video
866,Echo Night,middle supernatural adventure distant story unusual dead adventure devious ancient talisman adventure,main evil character game creepy everybody
867,Ecstatica II,rescue princess hero homeland village influence dark land chief sorcerer black magic mis-cast spell holy seal secret existence land darkness own evil version existence hero broken seal host anyone way,square footage predecessor
868,ECW Hardcore Revolution,intense hardcore action human body gutter-mouth crowd commentary chair game,
872,Eggs of Steel Charlie's Eggcellent Adventure,name night watchman factory machinery factory first thing factory huuuuuuge reset movement real time pre-rendered world full screen full-on graphic animation stage new movie story gameplay,synthesis cinema computer animation console inevitability industry victim unfulfilled ambition
873,Ehrgeiz,world brutal tournament trophy legendary weapon world assemble prize mysterious power playable cast hidden degree range motion battle hand-to-hand special interactive speed skill dexterity unique Full-featured ever-changing random dungeon search treasure ever-stronger,eye candy plenty
874,Einhander,advanced shooter suicide pilot final assault enemy battle monstrous tactical speed agility double triple gunpod Extendible claw enemy bonus meritorious battle,
875,Elemental Gearbolt,fantastic world class race technology mysterious source young prince key unimaginable power grey matter unfortunate world new order design fly ointment powerful land direct course palace unknown master climactic battle story heart-stopping fully- action gorgeous hand-drawn animation game,gun game
876,Elemental Gimmick Gear,ancient man egg-shaped machine able machine wide variety civilian military use discovery something wrong city laboratory city wrong,original
878,Eliminator,selection high craft arena desperate attempt timebomb craft white-knuckle race time,game reason playing
880,Emperor of Fading Suns,realm bold world technology new exploit exterminate ruthless crown future balance new research forbidden growth war territory strategic crucial life fully-realized trade treachery storyline multiple game same way gameplay hot original soundtrack combine immersive gaming experience,good game major flaw
884,Enemy Zero,high-pitched sound danger final breath invisible force entire crew ship deep space conventional combat worthless challenge silent enemy brutal dimensional foe face-to-face,game spin first-person shooter ridiculous design adventure component fun
885,Entombed Enhanced,archaeological dig wrong wrong exploration life last ancient tomb diary previous colleague temptation venture tomb hair need terror ancient civilization complex lethal intricate mind-boggling mind incredible audio mystery,game tomb
887,Epidemic,lethal virus human race life death hole planet surface alive tyrannical regime little freedom strategic mind impeccable speed danger contagious cure life,storyline average gameplay
890,ESPN Extreme Games,Extreme in-line street luge pull serious air mountain ready way entire season competition radical treacherous terrain face,title replayability precision control name game lack winner circle
891,Skies of Arcadia,age exploration magical journey voyage discovery vast search untold treasure vast magnificent host magical unique immense gaming experience,product legacy role-playing home console market
892,Eternal Eyes,last tribe onslaught own invincible,standard gameplay mon-style monster grid-based combat everyone
893,Eternal Ring,young magician strange sword natural talent sorcerer person island alive island numerous enormous magical several,game
895,Evel Knievel,tire man history excitement nail-biting tension stunt hero death-defying white knuckle ride,precision integral enjoyable experience game
896,Fuel,game gameplay unique tournament character foot dune buggy speedboat helicopter game various travel expansive terrain shark-infested,game vehicle vehicle track
897,Evergrace,world intense magic thunderous survival powerful complete evil reborn journey hero discover unique adventurer art incredible untold magical darkness peaceful land,shy average nothing bad good incidental ignorable
898,Evil Dead Hail to the King,undead weapon hand evil time infamous cabin attempt soul,appeal source material everything game derivative boring bad
899,Evil Zone,other own clone revenge peace power battle begin,surprise development team
901,Evolution ,battle th possible combat system Lightning-quick action unique experience venture precious magical special unforeseen net,real reason experience bit textbook execution scope
905,Excitebike ,Experience extreme way hairpin wall mud next jump air spectacular double no-footed can-can instant legend high-flying action heart-stopping bone-jarring extreme sport daredevil stadium awesome outdoor different unique,gameplay arcade-like deep well-known way perfect
906,Expendable,countdown destruction revenge alien invasion huge enormous action gigantic blaster,unadulterated bunch everything shot
908,Extermination,distress signal secret military base entry virus life base nothing safe toxic grasp assault many shot few warm below-zero frigid creature attempt heart threat,poor originality extra level polish memorable experience
911,Extreme-G,laser-blasting rollercoaster cyber-cycle take stinger missile tailpipe halfpipe rush adrenaline gravitational knife edge wreckage gravity law felony,Extreme good solid title
916,F Pole Position ,cockpit racer world race game game world championship excitement adrenalin world championship mode realistic simulation vehicle audio contact pit retirement,hurt
918,F World Grand Prix Season,F- driver seat high-octane rush actual season choice race game real-time tire skid exhaust,frame rate problem excellent sim
922,F- Lightning ,tactical nuclear entire city realistic weather weather rain snow hail wind flight performance world fighter,variety multiplayer other difficult
927,Fade to Black,year hero cryogenic sleep human race gut-wrenching action-adventure vast labyrinth unimaginative step player-controlled horror life cinematic camera variable perspective array alien,sequel mid- s technological flash early- s classic mixed
931,Fantastic Four ,mission villainous interaction throw pandemonium,Fantastic game
935,Fatal Fury Wild Ambition,long-standing vendetta excitement vindictive rage fighter truth redemption ruthless crime lord father fall pain floor way,game fun graphical letdown
937,Fear Effect,eighteenth birthday quiet enigmatic mysterious self-motivated ruthless father powerful leader large sum hard cash simple extortion mission young runaway lesson survival unimaginable intense thriller revolutionary technology dynamic full-motion video,many plot little further storyline mature tone game few
938,Felony - ,Complete mission clock shopping police other different extra replay value destruction game,full good dumb fun
940,FIFA ,animate life emotion player sideline detail-including TV coaches-bring pitch life edge game bone-crunching on-pitch action team,flawless game category
941,FIFA Road to World Cup ,fierce defeat entire player motion own dream team,year soccer s season season
942,FIFA Soccer ,world interactive title next level quick responsive motion pas shot smoothness analog joystick Real-time picture-in-picture action distinct view fast-paced gameplay,confusion execution
943,FIFA Soccer ,Next generation soccer animation technology dribble real accurate real custom dream team international,simplistic real soccerstrategy rest cheeky little game
944,FIFA Soccer ,technology professional soccer play-by-play outdoor game action simulation realistic detailed animation real life clear,serious soccer game serious soccer
945,The Fifth Element,futuristic vision tense action adventure mysterious woman secret safety entire universe,need time lousy feature film game game textbook example conversion conundrum game
949,Fighter Maker,total fighting game everything game action arsenal professional-quality design own perfect fighter control frame animation move sound visual effect camera angle custom fighter wireframe character unstoppable machine ready creation memory card world,joy nice-looking kick short countless mundane tweaking
950,Fighter Pilot,air enemy face furious single way campaign head-to-head ultimate,someone computer game little
951,Fighters Destiny,head-on bout power skill everything everything unstoppable action step way ultimate destiny,perfect competition shot
952,Fighter Destiny ,arena battle martial planet international fighting true authority hand-to-hand combat destiny different attack difficulty points-based martial opponent defeat instant replay new Master,sequel predecessor innovative gameplay anything new
953,Fighters Megamix,ultimate experience new new many beat-'em-up,game owner
955,Fighting Force,unparalleled action attack progressive environment anti-tank barricade pick rocket torch knock machine fuel tanker hidden,game strong exercise futility second level
956,Fighting Force ,classified covert mission government espionage goal simple investigate fast respond sheer brute force firepower stealth compromise second guessing,same basic beat-'em-up ethic pinch camera work smidgen espionage
959,Fighting Vipers,flair return classic arcade game playable zany roller blader metal guitarist opponent costume-based armor damage advantage all-new online battle world,game
960,Final Doom,spaceship supply vexxel radar base base death time survival revenge effort nation top interdimensional portal open complex defeat demon last Hell-hole undead world,time exit scene
961,Final Fantasy Anthology,series glimpse in-depth innovative battle incredible cast deep gaming experience inclusion first time title console system first appearance compilation feature never-before-seen appeal,emulation hard
962,Final Fantasy IV,elemental awesome power lie realm quick strength power kingdom unprovoked force peaceful dark elite force monarch grief own loyalty country personal sense honor last path darkness destruction disloyalty command mysterious beast nearby fateful journey friendship loss self-discovery man honor innovative system variety challenge player head-to-head battle local wireless connection,way full content
963,Final Fantasy IX,last pure fantasy series installment detailed addition brand new such story-enhancing system additional gameplay memorable experience significant step series,coda series summation everything past
964,Final Fantasy Tactics,strategy-intensive gameplay twist traditional,Role-playing whole lot
965,Final Fantasy VIII,next chapter series level storyline dynamic role-playing music well-defined world life display digital artistry addition hour animation new system compatibility addition series,game name
966,Final Fantasy X,fantasy world brink extinction all-new powerful force journey star blitzball player young woman powerful first game facial uncharted treacherous mankind,definitive role-playing game
967,Final Fantasy XI,evil threat desperate call globe help line journey world character host physical bos other party powerful vast other computer entertainment system PC,online mold mean feat
969,The Final Round,stroke play match play game fluid motion-captured animation realistic feel fact everything golf game tacky unique texture-mapped camera announcer arcade-style interface movement,golf video game available Playstation
973,Fisherman's Bait A Bass Challenge,action coin-op smash new game console ready big player mode split screen Special line different unique additional color game play realistic fish game,deep dark secret industry
978,Floigan Bros Episode ,Large lovable Project greedy gang project help quick-witted older brother family turf,distinct look clever rest game numerous
981,Flying Dragon,game entire family ideal game customizable interface virtual tournament combat same game different different,bad game little pack
986,Ford Racing,line exotic European several concept mode rookie driver reputation contract race team realistic upgradeable sophisticated car full race calendar multiple race racer,poor sole license particular entertaining game overall
987,Formula ,Experience thrill high-speed racing world famous world arcade action championship simulation home realistic detail challenge thrill,high-octane masterpiece
989,Formula ,pit model unique new driver head camera player split screen player split screen cable,terrific sim time something
990,Formula One ,Faithful recreation addition calendar essential experience limit season regulation stop-go full flag system race view TV customizable grid set-up,great control enough longtime fan series TV time
991,Formula Championship Edition,realistic game season spectacular new serious -bit racer lap lap AI-driven down-to-the-tread realism diverse collection split screen action actual crash footage,new era
992,Fox Hunt,movie mm look feature film plot complex bad guy TV trivia geek empty fridge regular-guy-turned-spy offer chance world enough money rent screen rid whistle cover mob cash girl tux ten movie move,nothing
993,Fox Sports College Hoops ' ,Complete college basketball license college player difficulty multiple camera college basketball real home real college offensive defensive,major gameplay big basketball video
996,Frank Thomas Big Hurt Baseball,big league technology two-time award-winning style authentic gameplay arm strength sound umpire bat pitch stat home motion ton camera action,baseball game entertainment
998,Freestyle Boardin' ' ,ready different play backcountry aerial action tumble,nothing game simple fun title
1003,Front Page Sports Football Pro ' ,best-selling football game modem network head-to-head gridiron battle quarterback long bomb competition fierce on-line victory game individual player motion-captured other football comprehensive pas bone-shattering tackle authentic first round draft final field,Overall good perfect
1008,Full Throttle,minute road care world guy suit deal gang head law gut road lot rougher,superb story cult graphic adventure creation
1011,Fur Fighters,fluff fan strike squad free world,game necessary impact PC shooter market
1013,Future Cop L A P D ,st standard issue hovercraft walker all-purpose justice good cop bad cop good cop unique game crime-ridden friend two-player strategic battle friend computer-controlled high-speed hovercraft powerful walker vision futuristic version brilliant vertex futuristic special,different everything path
1015,F-Zero X,other title km h high competition corner galaxy tear four-player simultaneous gameplay accessory game system,technical standpoint thing soul
1017,G-Police,weapons-loaded gunship member rebel air ground helicopter havoc criminal element gritty st century,excitement
1018,G-Police Weapons of Justice,war battle street air space combat gunship ground-attack mech space-cruiser patrol car dive soar hover jump race multi-tiered explosive land air-based combat different hyper velocity Real-time pre-cut dark desperate world tension danger full environment dangerous underground outerspace everything,few original predecessor
1020,SNK Gals Fighters,spice everything nice little time superb all-girls fighting fantasy fabulous different game collect trade special,little hard anyone die-hard fan female lineup
1026,Gauntlet Legends,adrenaline-drenched action legendary universe evil never-before-seen new powerful sorcery exotic new classic unlock hidden vile vicious part magical new in-engine rich storyline,game piece evidence
1029,Gekido,race innocent girl gang intent unholy demon hellish city late fist weapon fight Furious different beat em player,gameplay abundance worthy acclaim fan genre
1030,Gender Wars,war period equality top shoot side choice sector victory war different gameplay play massive area everything blown-up equip squad mission,solid arcade strategy game concentration depth
1035,Gex Deep Cover Gecko,island hideaway wet arm recent madman new hobby secret agent-napping freedom hostage lair master disguise work cut descent bad TV hand,tough time range
1036,Gex Deep Pocket Gecko,island hideaway wet arm recent madman new hobby secret agent-napping freedom hostage lair master disguise work cut descent bad TV hand,genre decent game
1039,Ghost in the Shell,Experience future total -D action Japanese feature film comic cybernetic body semi-intelligent robotic battletank huge search destroy unique original theater quality animation duty separate training mode,resemblance
1041,Giants Citizen Kabuto,outrageous multi-award action game heavy artillery party powerful magical mysterious seductive everything sight dinner unstoppable tower pain insane free-for-all land sea air action scale,try short order likable offbeat
1042,Giga Wing,pilot ready aircraft mission war-mongering ultimate test hand-eye coordination reflex skill dynamic struggle good evil,arcade game difficulty apparent game impossible
1044,Glover,peaceful world wizard magical huge explosion energy castle world wizard magical rubber castle magical full hidden evil glove nothing peace,interesting play soul port
1048,Golden Nugget,casino way four-star casino paradise chance lavish elegant legendary hand virtual nonstop casino action entertainment authenticity real thing,game real parlor floor
1049,GoldenEye ,covert mission plentiful supply light-hearted mission chemical warfare facility shoot direction interactive stealth force fit international security military,type game
1053,Gradius III and IV,old school fix new shooter fantastic classic play fire favorite arsenal,solid side-scrolling shooter game
1054,Gran Turismo,authentic car realistic simulation series car speed friction realistic Test-drive new various such version race wireless network,popular simulator handheld system vehicle
